school_osm_id,school_osm_type,school_name,place_osm_id,place_admin_level,place_place,place_name,lon,lat,bbox
212305994,way,,-59065,2,,Беларусь,30.039975895825666,54.030257555408944,"30.0404044,54.030505299190125,30.039414799999996,54.03008149919007"
212498555,way,,-5602434,8,town,Ганцевичи,26.434183893517105,52.76960431735555,"26.436334699999996,52.77111739908417,26.432466999999995,52.76795189908418"
212498555,way,,-71121,6,,Ганцевичский район,26.434183893517105,52.76960431735555,"26.436334699999996,52.77111739908417,26.432466999999995,52.76795189908418"
212498555,way,,-59189,4,,Брестская область,26.434183893517105,52.76960431735555,"26.436334699999996,52.77111739908417,26.432466999999995,52.76795189908418"
212498555,way,,-59065,2,,Беларусь,26.434183893517105,52.76960431735555,"26.436334699999996,52.77111739908417,26.432466999999995,52.76795189908418"
212731686,way,Средняя школа №1,-5602434,8,town,Ганцевичи,26.4298085332373,52.75715175550104,"26.431106399999997,52.757779699084146,26.4286506,52.75628839908415"
212731686,way,Средняя школа №1,-71121,6,,Ганцевичский район,26.4298085332373,52.75715175550104,"26.431106399999997,52.757779699084146,26.4286506,52.75628839908415"
212731686,way,Средняя школа №1,-59189,4,,Брестская область,26.4298085332373,52.75715175550104,"26.431106399999997,52.757779699084146,26.4286506,52.75628839908415"
212731686,way,Средняя школа №1,-59065,2,,Беларусь,26.4298085332373,52.75715175550104,"26.431106399999997,52.757779699084146,26.4286506,52.75628839908415"
212731955,way,Средняя школа №3,-5602434,8,town,Ганцевичи,26.417780034826933,52.75518303110537,"26.4190129,52.75662479908414,26.4165185,52.75385069908417"
212731955,way,Средняя школа №3,-71121,6,,Ганцевичский район,26.417780034826933,52.75518303110537,"26.4190129,52.75662479908414,26.4165185,52.75385069908417"
212731955,way,Средняя школа №3,-59189,4,,Брестская область,26.417780034826933,52.75518303110537,"26.4190129,52.75662479908414,26.4165185,52.75385069908417"
212731955,way,Средняя школа №3,-59065,2,,Беларусь,26.417780034826933,52.75518303110537,"26.4190129,52.75662479908414,26.4165185,52.75385069908417"
213092390,way,начальная школа,-8076010,8,,Копачёвский сельский Совет,31.686072349998,54.05036309944334,"31.685891399999992,54.050206199193504,31.686253299999994,54.05051999919355"
213092390,way,начальная школа,-7589078,10,village,Лютня,31.686072349998,54.05036309944334,"31.685891399999992,54.050206199193504,31.686253299999994,54.05051999919355"
213092390,way,начальная школа,-70616,6,,Мстиславский район,31.686072349998,54.05036309944334,"31.685891399999992,54.050206199193504,31.686253299999994,54.05051999919355"
213092390,way,начальная школа,-59162,4,,Могилёвская область,31.686072349998,54.05036309944334,"31.685891399999992,54.050206199193504,31.686253299999994,54.05051999919355"
213092390,way,начальная школа,-59065,2,,Беларусь,31.686072349998,54.05036309944334,"31.685891399999992,54.050206199193504,31.686253299999994,54.05051999919355"
213146094,way,,-8076010,8,,Копачёвский сельский Совет,31.469064365132095,54.0096720434888,"31.469421300000004,54.00997649918667,31.468688599999993,54.00940239918659"
213146094,way,,-7589148,10,village,Копачи,31.469064365132095,54.0096720434888,"31.469421300000004,54.00997649918667,31.468688599999993,54.00940239918659"
213146094,way,,-70616,6,,Мстиславский район,31.469064365132095,54.0096720434888,"31.469421300000004,54.00997649918667,31.468688599999993,54.00940239918659"
213146094,way,,-59162,4,,Могилёвская область,31.469064365132095,54.0096720434888,"31.469421300000004,54.00997649918667,31.468688599999993,54.00940239918659"
213146094,way,,-59065,2,,Беларусь,31.469064365132095,54.0096720434888,"31.469421300000004,54.00997649918667,31.468688599999993,54.00940239918659"
214705049,way,,-8076011,8,,Ракшинский сельский Совет,31.326099205127022,54.0069564425406,"31.325691500000005,54.00642339918606,31.3266495,54.007454299186236"
214705049,way,,-7589199,10,village,Мишни,31.326099205127022,54.0069564425406,"31.325691500000005,54.00642339918606,31.3266495,54.007454299186236"
214705049,way,,-70616,6,,Мстиславский район,31.326099205127022,54.0069564425406,"31.325691500000005,54.00642339918606,31.3266495,54.007454299186236"
214705049,way,,-59162,4,,Могилёвская область,31.326099205127022,54.0069564425406,"31.325691500000005,54.00642339918606,31.3266495,54.007454299186236"
214705049,way,,-59065,2,,Беларусь,31.326099205127022,54.0069564425406,"31.325691500000005,54.00642339918606,31.3266495,54.007454299186236"
214732623,way,,-8144229,8,,Колбчанский сельский Совет,29.126499463209697,53.621686492117945,"29.1260977,53.62137389913225,29.126741900000003,53.62192309913228"
214732623,way,,-7583304,10,village,Новые Максимовичи,29.126499463209697,53.621686492117945,"29.1260977,53.62137389913225,29.126741900000003,53.62192309913228"
214732623,way,,-70577,6,,Кличевский район,29.126499463209697,53.621686492117945,"29.1260977,53.62137389913225,29.126741900000003,53.62192309913228"
214732623,way,,-59162,4,,Могилёвская область,29.126499463209697,53.621686492117945,"29.1260977,53.62137389913225,29.126741900000003,53.62192309913228"
214732623,way,,-59065,2,,Беларусь,29.126499463209697,53.621686492117945,"29.1260977,53.62137389913225,29.126741900000003,53.62192309913228"
215055674,way,Музыкальная Школа,-6722642,8,town,Быхов,30.21091663732063,53.52878911218004,"30.211185799999996,53.52901399912235,30.2106475,53.528564199122314"
215055674,way,Музыкальная Школа,-70586,6,,Быховский район,30.21091663732063,53.52878911218004,"30.211185799999996,53.52901399912235,30.2106475,53.528564199122314"
215055674,way,Музыкальная Школа,-59162,4,,Могилёвская область,30.21091663732063,53.52878911218004,"30.211185799999996,53.52901399912235,30.2106475,53.528564199122314"
215055674,way,Музыкальная Школа,-59065,2,,Беларусь,30.21091663732063,53.52878911218004,"30.211185799999996,53.52901399912235,30.2106475,53.528564199122314"
215056028,way,Лицей №5,-6722642,8,town,Быхов,30.214674697213265,53.5323624620829,"30.214218099999993,53.53214149912267,30.2151657,53.53261709912273"
215056028,way,Лицей №5,-70586,6,,Быховский район,30.214674697213265,53.5323624620829,"30.214218099999993,53.53214149912267,30.2151657,53.53261709912273"
215056028,way,Лицей №5,-59162,4,,Могилёвская область,30.214674697213265,53.5323624620829,"30.214218099999993,53.53214149912267,30.2151657,53.53261709912273"
215056028,way,Лицей №5,-59065,2,,Беларусь,30.214674697213265,53.5323624620829,"30.214218099999993,53.53214149912267,30.2151657,53.53261709912273"
215185563,way,,-8144366,8,,Сухаревский сельский Совет,30.710635708287082,53.9555067786567,"30.710046600000002,53.95526779917774,30.71112039999999,53.95581689917782"
215185563,way,,-7586218,10,village,Сухари,30.710635708287082,53.9555067786567,"30.710046600000002,53.95526779917774,30.71112039999999,53.95581689917782"
215185563,way,,-62147,6,,Могилёвский район,30.710635708287082,53.9555067786567,"30.710046600000002,53.95526779917774,30.71112039999999,53.95581689917782"
215185563,way,,-59162,4,,Могилёвская область,30.710635708287082,53.9555067786567,"30.710046600000002,53.95526779917774,30.71112039999999,53.95581689917782"
215185563,way,,-59065,2,,Беларусь,30.710635708287082,53.9555067786567,"30.710046600000002,53.95526779917774,30.71112039999999,53.95581689917782"
215232318,way,,-5602434,8,town,Ганцевичи,26.41633137497884,52.751856166456704,"26.4153185,52.751513199084144,26.417356599999998,52.75219179908415"
215232318,way,,-71121,6,,Ганцевичский район,26.41633137497884,52.751856166456704,"26.4153185,52.751513199084144,26.417356599999998,52.75219179908415"
215232318,way,,-59189,4,,Брестская область,26.41633137497884,52.751856166456704,"26.4153185,52.751513199084144,26.417356599999998,52.75219179908415"
215232318,way,,-59065,2,,Беларусь,26.41633137497884,52.751856166456704,"26.4153185,52.751513199084144,26.417356599999998,52.75219179908415"
215245054,way,,-8144252,8,,Вязьевский сельский Совет,28.689947450121995,53.36665024937587,"28.69031039999999,53.366837799107834,28.689584500000002,53.36646269910781"
215245054,way,,-7589417,10,village,Вязье,28.689947450121995,53.36665024937587,"28.69031039999999,53.366837799107834,28.689584500000002,53.36646269910781"
215245054,way,,-59753,6,,Осиповичский район,28.689947450121995,53.36665024937587,"28.69031039999999,53.366837799107834,28.689584500000002,53.36646269910781"
215245054,way,,-59162,4,,Могилёвская область,28.689947450121995,53.36665024937587,"28.69031039999999,53.366837799107834,28.689584500000002,53.36646269910781"
215245054,way,,-59065,2,,Беларусь,28.689947450121995,53.36665024937587,"28.69031039999999,53.366837799107834,28.689584500000002,53.36646269910781"
215262814,way,Средняя школа №2,-5602434,8,town,Ганцевичи,26.43921825106106,52.75850827849544,"26.440524199999995,52.759038199084166,26.437724000000003,52.75800539908416"
215262814,way,Средняя школа №2,-71121,6,,Ганцевичский район,26.43921825106106,52.75850827849544,"26.440524199999995,52.759038199084166,26.437724000000003,52.75800539908416"
215262814,way,Средняя школа №2,-59189,4,,Брестская область,26.43921825106106,52.75850827849544,"26.440524199999995,52.759038199084166,26.437724000000003,52.75800539908416"
215262814,way,Средняя школа №2,-59065,2,,Беларусь,26.43921825106106,52.75850827849544,"26.440524199999995,52.759038199084166,26.437724000000003,52.75800539908416"
215352492,way,Долговская,-8144263,8,,Долговский сельский Совет,29.67263124800012,53.59538453662118,"29.672315599999997,53.59504699912928,29.672911399999993,53.59570549912938"
215352492,way,Долговская,-70577,6,,Кличевский район,29.67263124800012,53.59538453662118,"29.672315599999997,53.59504699912928,29.672911399999993,53.59570549912938"
215352492,way,Долговская,-59162,4,,Могилёвская область,29.67263124800012,53.59538453662118,"29.672315599999997,53.59504699912928,29.672911399999993,53.59570549912938"
215352492,way,Долговская,-59065,2,,Беларусь,29.67263124800012,53.59538453662118,"29.672315599999997,53.59504699912928,29.672911399999993,53.59570549912938"
215364561,way,Запольская,-8144197,8,,Бацевичский сельский Совет,29.183782571085015,53.352729609771295,"29.184140999999997,53.35302029910675,29.183424099999996,53.352438899106716"
215364561,way,Запольская,-7583336,10,village,Заполье,29.183782571085015,53.352729609771295,"29.184140999999997,53.35302029910675,29.183424099999996,53.352438899106716"
215364561,way,Запольская,-70577,6,,Кличевский район,29.183782571085015,53.352729609771295,"29.184140999999997,53.35302029910675,29.183424099999996,53.352438899106716"
215364561,way,Запольская,-59162,4,,Могилёвская область,29.183782571085015,53.352729609771295,"29.184140999999997,53.35302029910675,29.183424099999996,53.352438899106716"
215364561,way,Запольская,-59065,2,,Беларусь,29.183782571085015,53.352729609771295,"29.184140999999997,53.35302029910675,29.183424099999996,53.352438899106716"
215388276,way,,-8076011,8,,Ракшинский сельский Совет,31.300679799861076,53.981219399838714,"31.3011822,53.98150689918196,31.300177399999992,53.98093189918187"
215388276,way,,-6053978,10,village,Андраны,31.300679799861076,53.981219399838714,"31.3011822,53.98150689918196,31.300177399999992,53.98093189918187"
215388276,way,,-70616,6,,Мстиславский район,31.300679799861076,53.981219399838714,"31.3011822,53.98150689918196,31.300177399999992,53.98093189918187"
215388276,way,,-59162,4,,Могилёвская область,31.300679799861076,53.981219399838714,"31.3011822,53.98150689918196,31.300177399999992,53.98093189918187"
215388276,way,,-59065,2,,Беларусь,31.300679799861076,53.981219399838714,"31.3011822,53.98150689918196,31.300177399999992,53.98093189918187"
215402719,way,,-8144333,8,,Филатовский сельский Совет,29.627063434029537,54.23870475006918,"29.6263785,54.23840199922848,29.6277484,54.23900749922864"
215402719,way,,-7586140,10,hamlet,Рубеж,29.627063434029537,54.23870475006918,"29.6263785,54.23840199922848,29.6277484,54.23900749922864"
215402719,way,,-70638,6,,Круглянский район,29.627063434029537,54.23870475006918,"29.6263785,54.23840199922848,29.6277484,54.23900749922864"
215402719,way,,-59162,4,,Могилёвская область,29.627063434029537,54.23870475006918,"29.6263785,54.23840199922848,29.6277484,54.23900749922864"
215402719,way,,-59065,2,,Беларусь,29.627063434029537,54.23870475006918,"29.6263785,54.23840199922848,29.6277484,54.23900749922864"
215732675,way,Спортивная школа,-8144244,8,,Следюковский сельский Совет,30.343530687665478,53.5739281968608,"30.3436577,53.57400149912701,30.343406199999997,53.57387429912703"
215732675,way,Спортивная школа,-7573185,10,village,Следюки,30.343530687665478,53.5739281968608,"30.3436577,53.57400149912701,30.343406199999997,53.57387429912703"
215732675,way,Спортивная школа,-70586,6,,Быховский район,30.343530687665478,53.5739281968608,"30.3436577,53.57400149912701,30.343406199999997,53.57387429912703"
215732675,way,Спортивная школа,-59162,4,,Могилёвская область,30.343530687665478,53.5739281968608,"30.3436577,53.57400149912701,30.343406199999997,53.57387429912703"
215732675,way,Спортивная школа,-59065,2,,Беларусь,30.343530687665478,53.5739281968608,"30.3436577,53.57400149912701,30.343406199999997,53.57387429912703"
216380440,way,,-8144333,8,,Филатовский сельский Совет,29.539230041486082,54.246582937674056,"29.538817599999998,54.24617649923007,29.539665599999992,54.24701389923022"
216380440,way,,-7586152,10,village,Круча,29.539230041486082,54.246582937674056,"29.538817599999998,54.24617649923007,29.539665599999992,54.24701389923022"
216380440,way,,-70638,6,,Круглянский район,29.539230041486082,54.246582937674056,"29.538817599999998,54.24617649923007,29.539665599999992,54.24701389923022"
216380440,way,,-59162,4,,Могилёвская область,29.539230041486082,54.246582937674056,"29.538817599999998,54.24617649923007,29.539665599999992,54.24701389923022"
216380440,way,,-59065,2,,Беларусь,29.539230041486082,54.246582937674056,"29.538817599999998,54.24617649923007,29.539665599999992,54.24701389923022"
216490603,way,,-8144244,8,,Следюковский сельский Совет,30.486147918927912,53.63383414029878,"30.485483699999993,53.63357799913364,30.486635,53.63413329913369"
216490603,way,,-7573111,10,village,Грудиновка,30.486147918927912,53.63383414029878,"30.485483699999993,53.63357799913364,30.486635,53.63413329913369"
216490603,way,,-70586,6,,Быховский район,30.486147918927912,53.63383414029878,"30.485483699999993,53.63357799913364,30.486635,53.63413329913369"
216490603,way,,-59162,4,,Могилёвская область,30.486147918927912,53.63383414029878,"30.485483699999993,53.63357799913364,30.486635,53.63413329913369"
216490603,way,,-59065,2,,Беларусь,30.486147918927912,53.63383414029878,"30.485483699999993,53.63357799913364,30.486635,53.63413329913369"
216578177,way,Азинская школа,-8075980,8,,Азинский сельский Совет,28.64294402611801,55.6225227492901,"28.642584,55.62234149963508,28.643303999999997,55.62270399963522"
216578177,way,Азинская школа,-7496037,10,village,Азино,28.64294402611801,55.6225227492901,"28.642584,55.62234149963508,28.643303999999997,55.62270399963522"
216578177,way,Азинская школа,-70671,6,,Полоцкий район,28.64294402611801,55.6225227492901,"28.642584,55.62234149963508,28.643303999999997,55.62270399963522"
216578177,way,Азинская школа,-59506,4,,Витебская область,28.64294402611801,55.6225227492901,"28.642584,55.62234149963508,28.643303999999997,55.62270399963522"
216578177,way,Азинская школа,-59065,2,,Беларусь,28.64294402611801,55.6225227492901,"28.642584,55.62234149963508,28.643303999999997,55.62270399963522"
216732645,way,,-8144249,8,,Липенский сельский Совет,28.82710889310993,53.45526291693973,"28.8274027,53.45538769911533,28.826822499999995,53.4551562991153"
216732645,way,,-7589419,10,village,Вязовница,28.82710889310993,53.45526291693973,"28.8274027,53.45538769911533,28.826822499999995,53.4551562991153"
216732645,way,,-59753,6,,Осиповичский район,28.82710889310993,53.45526291693973,"28.8274027,53.45538769911533,28.826822499999995,53.4551562991153"
216732645,way,,-59162,4,,Могилёвская область,28.82710889310993,53.45526291693973,"28.8274027,53.45538769911533,28.826822499999995,53.4551562991153"
216732645,way,,-59065,2,,Беларусь,28.82710889310993,53.45526291693973,"28.8274027,53.45538769911533,28.826822499999995,53.4551562991153"
217752366,way,,-8067522,8,,Новосамотевичский сельский Совет,32.07620781653386,53.28165089975974,"32.0767134,53.281952599101636,32.0757331,53.28134969910159"
217752366,way,,-6823646,10,village,Ново-Самотевичи,32.07620781653386,53.28165089975974,"32.0767134,53.281952599101636,32.0757331,53.28134969910159"
217752366,way,,-70604,6,,Костюковичский район,32.07620781653386,53.28165089975974,"32.0767134,53.281952599101636,32.0757331,53.28134969910159"
217752366,way,,-59162,4,,Могилёвская область,32.07620781653386,53.28165089975974,"32.0767134,53.281952599101636,32.0757331,53.28134969910159"
217752366,way,,-59065,2,,Беларусь,32.07620781653386,53.28165089975974,"32.0767134,53.281952599101636,32.0757331,53.28134969910159"
218409226,way,,-8140451,8,,Первомайский сельский Совет,30.971617555423204,54.050020131867925,"30.9712612,54.049826899193434,30.9718841,54.050202099193505"
218409226,way,,-7578534,10,village,Трилесино,30.971617555423204,54.050020131867925,"30.9712612,54.049826899193434,30.9718841,54.050202099193505"
218409226,way,,-70618,6,,Дрибинский район,30.971617555423204,54.050020131867925,"30.9712612,54.049826899193434,30.9718841,54.050202099193505"
218409226,way,,-59162,4,,Могилёвская область,30.971617555423204,54.050020131867925,"30.9712612,54.049826899193434,30.9718841,54.050202099193505"
218409226,way,,-59065,2,,Беларусь,30.971617555423204,54.050020131867925,"30.9712612,54.049826899193434,30.9718841,54.050202099193505"
218599787,way,,-8140439,8,,Каменский сельский Совет,30.797468450098766,53.976839050036205,"30.797988,53.97715539918128,30.796948899999997,53.97652269918116"
218599787,way,,-7589820,10,village,Сластёны,30.797468450098766,53.976839050036205,"30.797988,53.97715539918128,30.796948899999997,53.97652269918116"
218599787,way,,-70591,6,,Чаусский район,30.797468450098766,53.976839050036205,"30.797988,53.97715539918128,30.796948899999997,53.97652269918116"
218599787,way,,-59162,4,,Могилёвская область,30.797468450098766,53.976839050036205,"30.797988,53.97715539918128,30.796948899999997,53.97652269918116"
218599787,way,,-59065,2,,Беларусь,30.797468450098766,53.976839050036205,"30.797988,53.97715539918128,30.796948899999997,53.97652269918116"
218761136,way,,-8096145,8,,Любашевский сельский Совет,26.457476058791418,52.7376316477392,"26.4579028,52.73794209908417,26.4569907,52.737365899084175"
218761136,way,,-6781472,10,village,Ганцевичи,26.457476058791418,52.7376316477392,"26.4579028,52.73794209908417,26.4569907,52.737365899084175"
218761136,way,,-71121,6,,Ганцевичский район,26.457476058791418,52.7376316477392,"26.4579028,52.73794209908417,26.4569907,52.737365899084175"
218761136,way,,-59189,4,,Брестская область,26.457476058791418,52.7376316477392,"26.4579028,52.73794209908417,26.4569907,52.737365899084175"
218761136,way,,-59065,2,,Беларусь,26.457476058791418,52.7376316477392,"26.4579028,52.73794209908417,26.4569907,52.737365899084175"
218879030,way,,-8144278,8,,Славковичский сельский Совет,28.63439376948883,52.817948401156954,"28.6348482,52.8182138990844,28.6338314,52.817813199084384"
218879030,way,,-7573529,10,village,Клетное,28.63439376948883,52.817948401156954,"28.6348482,52.8182138990844,28.6338314,52.817813199084384"
218879030,way,,-71138,6,,Глусский район,28.63439376948883,52.817948401156954,"28.6348482,52.8182138990844,28.6338314,52.817813199084384"
218879030,way,,-59162,4,,Могилёвская область,28.63439376948883,52.817948401156954,"28.6348482,52.8182138990844,28.6338314,52.817813199084384"
218879030,way,,-59065,2,,Беларусь,28.63439376948883,52.817948401156954,"28.6348482,52.8182138990844,28.6338314,52.817813199084384"
218997313,way,,-8031194,8,,Турьевской сельский Совет,31.42804523923132,53.29998375475282,"31.4276849,53.29974029910286,31.428341300000003,53.30022709910289"
218997313,way,,-7585750,10,village,Турья,31.42804523923132,53.29998375475282,"31.4276849,53.29974029910286,31.428341300000003,53.30022709910289"
218997313,way,,-70602,6,,Краснопольский район,31.42804523923132,53.29998375475282,"31.4276849,53.29974029910286,31.428341300000003,53.30022709910289"
218997313,way,,-59162,4,,Могилёвская область,31.42804523923132,53.29998375475282,"31.4276849,53.29974029910286,31.428341300000003,53.30022709910289"
218997313,way,,-59065,2,,Беларусь,31.42804523923132,53.29998375475282,"31.4276849,53.29974029910286,31.428341300000003,53.30022709910289"
219366464,way,СШ №1,-5598556,8,town,Добруш,31.315915664759874,52.422303964398345,"31.31525789999999,52.42184469909085,31.316629800000005,52.42275849909081"
219366464,way,СШ №1,-59161,4,,Гомельская область,31.315915664759874,52.422303964398345,"31.31525789999999,52.42184469909085,31.316629800000005,52.42275849909081"
219366464,way,СШ №1,-59092,6,,Добрушский район,31.315915664759874,52.422303964398345,"31.31525789999999,52.42184469909085,31.316629800000005,52.42275849909081"
219366464,way,СШ №1,-59065,2,,Беларусь,31.315915664759874,52.422303964398345,"31.31525789999999,52.42184469909085,31.316629800000005,52.42275849909081"
219366468,way,СШ №5,-5598556,8,town,Добруш,31.308827020936228,52.43410595992309,"31.3094285,52.43444039909037,31.3083179,52.433839099090385"
219366468,way,СШ №5,-59161,4,,Гомельская область,31.308827020936228,52.43410595992309,"31.3094285,52.43444039909037,31.3083179,52.433839099090385"
219366468,way,СШ №5,-59092,6,,Добрушский район,31.308827020936228,52.43410595992309,"31.3094285,52.43444039909037,31.3083179,52.433839099090385"
219366468,way,СШ №5,-59065,2,,Беларусь,31.308827020936228,52.43410595992309,"31.3094285,52.43444039909037,31.3083179,52.433839099090385"
219368592,way,,-8140449,8,,Черневский сельский Совет,30.773040291869812,54.09275225497727,"30.7735807,54.09313219920104,30.772333900000003,54.09242039920094"
219368592,way,,-7578522,10,village,Черневка,30.773040291869812,54.09275225497727,"30.7735807,54.09313219920104,30.772333900000003,54.09242039920094"
219368592,way,,-70618,6,,Дрибинский район,30.773040291869812,54.09275225497727,"30.7735807,54.09313219920104,30.772333900000003,54.09242039920094"
219368592,way,,-59162,4,,Могилёвская область,30.773040291869812,54.09275225497727,"30.7735807,54.09313219920104,30.772333900000003,54.09242039920094"
219368592,way,,-59065,2,,Беларусь,30.773040291869812,54.09275225497727,"30.7735807,54.09313219920104,30.772333900000003,54.09242039920094"
221325335,way,,-8139711,8,,Неманский сельский Совет,26.983686503487867,53.41608761857418,"26.983233899999995,53.41584059911185,26.984119099999997,53.41634769911188"
221325335,way,,-7570377,10,village,Могильно,26.983686503487867,53.41608761857418,"26.983233899999995,53.41584059911185,26.984119099999997,53.41634769911188"
221325335,way,,-70561,6,,Узденский район,26.983686503487867,53.41608761857418,"26.983233899999995,53.41584059911185,26.984119099999997,53.41634769911188"
221325335,way,,-59752,4,,Минская область,26.983686503487867,53.41608761857418,"26.983233899999995,53.41584059911185,26.984119099999997,53.41634769911188"
221325335,way,,-59065,2,,Беларусь,26.983686503487867,53.41608761857418,"26.983233899999995,53.41584059911185,26.984119099999997,53.41634769911188"
222858124,way,,-8144238,8,,Пашковский сельский Совет,30.227406324544692,54.03109339992681,"30.227749999999993,54.031249499190245,30.2271163,54.03096369919022"
222858124,way,,-4777593,10,village,Речки,30.227406324544692,54.03109339992681,"30.227749999999993,54.031249499190245,30.2271163,54.03096369919022"
222858124,way,,-62147,6,,Могилёвский район,30.227406324544692,54.03109339992681,"30.227749999999993,54.031249499190245,30.2271163,54.03096369919022"
222858124,way,,-59162,4,,Могилёвская область,30.227406324544692,54.03109339992681,"30.227749999999993,54.031249499190245,30.2271163,54.03096369919022"
222858124,way,,-59065,2,,Беларусь,30.227406324544692,54.03109339992681,"30.227749999999993,54.031249499190245,30.2271163,54.03096369919022"
223011977,way,,-3629221,9,,Первомайский район,29.200447249354553,53.16634551451031,"29.2021233,53.16727329909477,29.1987712,53.16541769909468"
223011977,way,,-167857,6,city,Бобруйск,29.200447249354553,53.16634551451031,"29.2021233,53.16727329909477,29.1987712,53.16541769909468"
223011977,way,,-59162,4,,Могилёвская область,29.200447249354553,53.16634551451031,"29.2021233,53.16727329909477,29.1987712,53.16541769909468"
223011977,way,,-59065,2,,Беларусь,29.200447249354553,53.16634551451031,"29.2021233,53.16727329909477,29.1987712,53.16541769909468"
223117550,way,Школа глухонемых,-3534722,8,town,Ошмяны,25.91064458316542,54.42180799584372,"25.910067999999995,54.42159709926735,25.9111862,54.422069499267444"
223117550,way,Школа глухонемых,-70728,6,,Ошмянский район,25.91064458316542,54.42180799584372,"25.910067999999995,54.42159709926735,25.9111862,54.422069499267444"
223117550,way,Школа глухонемых,-59275,4,,Гродненская область,25.91064458316542,54.42180799584372,"25.910067999999995,54.42159709926735,25.9111862,54.422069499267444"
223117550,way,Школа глухонемых,-59065,2,,Беларусь,25.91064458316542,54.42180799584372,"25.910067999999995,54.42159709926735,25.9111862,54.422069499267444"
223129752,way,,-3629221,9,,Первомайский район,29.194454852337753,53.1730984782012,"29.192566499999998,53.17198469909502,29.196521700000005,53.174193499095146"
223129752,way,,-167857,6,city,Бобруйск,29.194454852337753,53.1730984782012,"29.192566499999998,53.17198469909502,29.196521700000005,53.174193499095146"
223129752,way,,-59162,4,,Могилёвская область,29.194454852337753,53.1730984782012,"29.192566499999998,53.17198469909502,29.196521700000005,53.174193499095146"
223129752,way,,-59065,2,,Беларусь,29.194454852337753,53.1730984782012,"29.192566499999998,53.17198469909502,29.196521700000005,53.174193499095146"
223132009,way,,-3629221,9,,Первомайский район,29.227030562982115,53.195669140169834,"29.2284784,53.19715999909641,29.22551869999999,53.194181399096216"
223132009,way,,-167857,6,city,Бобруйск,29.227030562982115,53.195669140169834,"29.2284784,53.19715999909641,29.22551869999999,53.194181399096216"
223132009,way,,-59162,4,,Могилёвская область,29.227030562982115,53.195669140169834,"29.2284784,53.19715999909641,29.22551869999999,53.194181399096216"
223132009,way,,-59065,2,,Беларусь,29.227030562982115,53.195669140169834,"29.2284784,53.19715999909641,29.22551869999999,53.194181399096216"
223238264,way,,-8025356,8,,Квасовский сельский Совет,23.920260916871904,53.51903498347875,"23.920444,53.51914579912136,23.920054499999996,53.51892889912134"
223238264,way,,-7511501,10,village,Бараново,23.920260916871904,53.51903498347875,"23.920444,53.51914579912136,23.920054499999996,53.51892889912134"
223238264,way,,-59275,4,,Гродненская область,23.920260916871904,53.51903498347875,"23.920444,53.51914579912136,23.920054499999996,53.51892889912134"
223238264,way,,-59273,6,,Гродненский район,23.920260916871904,53.51903498347875,"23.920444,53.51914579912136,23.920054499999996,53.51892889912134"
223238264,way,,-59065,2,,Беларусь,23.920260916871904,53.51903498347875,"23.920444,53.51914579912136,23.920054499999996,53.51892889912134"
223681434,way,,-6722318,8,town,Дисна,28.215660562267345,55.56786163759329,"28.2150114,55.5676214996143,28.216590099999998,55.56814989961449"
223681434,way,,-70690,6,,Миорский район,28.215660562267345,55.56786163759329,"28.2150114,55.5676214996143,28.216590099999998,55.56814989961449"
223681434,way,,-59506,4,,Витебская область,28.215660562267345,55.56786163759329,"28.2150114,55.5676214996143,28.216590099999998,55.56814989961449"
223681434,way,,-59065,2,,Беларусь,28.215660562267345,55.56786163759329,"28.2150114,55.5676214996143,28.216590099999998,55.56814989961449"
224043494,way,,-8139710,8,,Озерский сельский Совет,27.450454139900724,53.59965383267225,"27.449430899999996,53.59910769912973,27.451477299999997,53.600199999129856"
224043494,way,,-7570255,10,village,Королёво,27.450454139900724,53.59965383267225,"27.449430899999996,53.59910769912973,27.451477299999997,53.600199999129856"
224043494,way,,-70561,6,,Узденский район,27.450454139900724,53.59965383267225,"27.449430899999996,53.59910769912973,27.451477299999997,53.600199999129856"
224043494,way,,-59752,4,,Минская область,27.450454139900724,53.59965383267225,"27.449430899999996,53.59910769912973,27.451477299999997,53.600199999129856"
224043494,way,,-59065,2,,Беларусь,27.450454139900724,53.59965383267225,"27.449430899999996,53.59910769912973,27.451477299999997,53.600199999129856"
224057096,way,Детская хореографическая школа,-3629362,6,city,Барановичи,26.028781382562983,53.12868029713362,"26.0286729,53.12861549909288,26.028889899999996,53.12874509909287"
224057096,way,Детская хореографическая школа,-59189,4,,Брестская область,26.028781382562983,53.12868029713362,"26.0286729,53.12861549909288,26.028889899999996,53.12874509909287"
224057096,way,Детская хореографическая школа,-59065,2,,Беларусь,26.028781382562983,53.12868029713362,"26.0286729,53.12861549909288,26.028889899999996,53.12874509909287"
224334200,way,Автодром автошколы СтройВертикальИнвест,-59249,9,,Центральный район,27.540600860268135,53.93882759395247,"27.5409199,53.93900219917514,27.5402655,53.93865159917509"
224334200,way,Автодром автошколы СтройВертикальИнвест,-59195,4,city,Минск,27.540600860268135,53.93882759395247,"27.5409199,53.93900219917514,27.5402655,53.93865159917509"
224334200,way,Автодром автошколы СтройВертикальИнвест,-59065,2,,Беларусь,27.540600860268135,53.93882759395247,"27.5409199,53.93900219917514,27.5402655,53.93865159917509"
